  6.1421470e-010 -6.5083418e-010
 -1.2825345e-009  5.1423588e-010
 -1.7963192e-010 -8.5587066e-010
 -9.6009878e-010 -2.8089546e-010
  3.4223500e-010  2.9704408e-010
  8.0924576e-010 -1.2493101e-009
  8.0160912e-010  2.5060724e-010
  1.4144124e-010 -8.8002183e-010
 -1.0215047e-010  1.2565257e-010
 -4.9232513e-012 -8.7296325e-010
  5.4216003e-010  5.8559515e-010
 -1.7901459e-010 -4.5988042e-011
 -1.9664689e-010 -2.1206991e-010
  3.5954801e-010  8.6945742e-011
  4.2323317e-010  3.6325266e-010
 -8.9115455e-010  4.0195703e-010
 -5.3086006e-010  1.1316822e-009
 -9.1563791e-010  3.3656439e-010
  1.2689983e-009  1.8374497e-010
  6.7778433e-010  5.4684400e-010
 -3.2907580e-010  1.3651839e-010
 -2.4334919e-010  2.8405457e-010
  8.8349956e-010 -9.4811212e-010
 -3.4462054e-011  2.7031048e-011
 -3.7142018e-011 -5.3147749e-010
 -3.0188018e-010  1.2954274e-009
  7.7456447e-010  7.5440270e-010
 -9.1215852e-011 -3.5001210e-011
 -6.1308250e-010  4.8379338e-010
  8.3407945e-010 -5.8332403e-010
  1.0400498e-010  1.5223084e-010
 -8.9523432e-010 -4.5412689e-011
  1.9491878e-009  4.8348864e-010
 -2.9970164e-010 -3.1691281e-010
 -7.3722028e-010 -1.7880780e-010
  1.5528003e-010  2.3834041e-010
 -8.0467792e-010 -2.3227557e-010
  9.7575256e-010 -1.0483251e-009
 -7.2478077e-010  1.9816154e-010
  1.0457669e-009  4.0054190e-010
  1.2158457e-010 -2.1626548e-010
  1.5499526e-010 -3.9516869e-010
 -1.7926883e-010  1.4252191e-010
  2.7703650e-010  3.5618563e-010
 -3.4861102e-010  7.1006923e-010
  1.2521179e-009  3.0847494e-010
  8.3853333e-010 -5.5990559e-010
  3.5245142e-010  5.5951610e-010
  1.9380916e-010 -2.6570314e-011
  7.8163909e-010  1.0541400e-009
 -1.4044899e-009 -5.9596947e-010
 -1.0113830e-009 -1.5633083e-009
 -3.6080029e-010  1.1031407e-009
  1.2763762e-010  1.4045596e-009
 -3.6092490e-010 -3.1627390e-010
  5.2187028e-010 -1.6666355e-011
 -4.8892247e-010  2.8004650e-010
  7.1255426e-010  1.0652729e-009
  1.0847374e-009 -1.2133793e-009
  3.0213350e-010 -5.7264695e-010
  1.2298153e-010  5.8145587e-010
  7.9054215e-011 -1.7949691e-010
 -1.8595478e-010  3.7669686e-010
 -4.4055974e-010 -8.6896000e-010
 -4.7686570e-010  3.0494280e-010
 -3.6400131e-010  1.3186967e-010
 -1.4722601e-010  4.8253142e-010
  5.8681359e-010 -7.9275044e-010
 -3.4911869e-010 -7.9429165e-010
 -1.4129240e-010  1.0785554e-009
 -3.6922307e-010 -3.3604925e-010
  8.7672492e-011  8.4468612e-010
 -9.5683695e-010 -2.3508498e-010
  6.8565271e-010 -8.4648516e-010
 -7.4435235e-010 -5.8621258e-011
 -8.1360930e-010 -4.6441654e-010
  1.6883926e-009 -1.5284874e-009
  1.7908291e-010 -1.8234271e-010
  8.4628247e-010  6.5650911e-011
 -4.8148912e-010  2.8485679e-010
  2.0210076e-010 -3.6620617e-010
 -5.2094658e-010 -7.4307459e-010
 -1.3712311e-010  8.3119710e-010
  1.3637815e-010 -1.2392258e-010
 -8.8599983e-010 -7.3327926e-010
  1.7851793e-009  2.1255581e-010
  6.5631871e-010 -1.5619358e-010
  5.1522732e-010 -8.0179852e-010
 -1.9135291e-009 -1.0656331e-009
 -2.8960461e-010 -4.1954919e-010
  8.7640731e-011 -2.5581957e-010
 -6.8260322e-010  3.5252727e-010
  3.1289888e-010  3.7091163e-010
  6.6700881e-010 -2.1914115e-010
 -8.8161034e-010 -8.8820353e-011
 -1.0096495e-009 -3.0204054e-010
 -8.8954393e-010  1.9203539e-010
  7.7709692e-011  5.7970154e-010
  6.3093877e-010 -5.7292939e-011
  6.5260556e-010 -3.8953403e-010
  1.5109211e-010 -1.7197554e-011
 -9.4063388e-010 -5.0877975e-010
 -2.3982268e-010  2.2426034e-010
  7.5915044e-010 -2.0045651e-010
 -1.7538131e-010 -1.5203046e-009
  1.4441647e-010 -4.3489036e-010
 -6.4654701e-010 -3.2411076e-010
 -8.2896493e-010  3.2542063e-010
 -3.3777438e-010  1.4534236e-009
 -1.0405760e-009 -1.2243459e-009
 -5.1133944e-010  8.4645407e-011
 -3.5983258e-010  2.3513188e-010
 -1.2150255e-010 -8.1769401e-010
  2.8108836e-010  1.3366118e-010
 -2.9795437e-010  5.1795004e-010
 -2.7370107e-011 -8.1157655e-010
  9.3310363e-010  7.7244140e-010
 -3.7069233e-010  6.7947979e-010
  6.5012181e-010  2.1010139e-010
  2.2125967e-010  8.5221216e-010
  6.1199110e-010  1.9608144e-010
 -6.1127637e-010 -1.4827884e-010
 -3.5581594e-010  4.9082251e-011
  5.8220698e-011 -8.2632158e-011
 -2.7328673e-010  4.1878456e-010
  6.3098634e-010  1.7217369e-010
  1.4916096e-010 -6.0942604e-010
  8.9000662e-011 -2.1634719e-010
  5.0945897e-011 -3.0452160e-010
 -2.7904306e-010 -1.0541447e-010
 -5.1346309e-011 -9.5194313e-011
 -6.1024352e-010 -4.8684598e-010
 -1.2574135e-010  8.8210043e-010
  4.7405652e-010 -1.1274852e-009
 -4.5175136e-010  1.5339525e-010
  7.8969185e-010 -1.1360942e-010
  1.1827861e-010  8.4816053e-010
  4.4896273e-011  2.6663338e-012
 -2.9463516e-010  7.0241374e-010
 -1.3777493e-009 -5.2317214e-010
 -1.9389936e-010 -9.0157687e-011
  1.8221577e-009  2.3684825e-010
  5.7925219e-010  3.4998338e-010
 -6.8010190e-010  1.0516236e-010
 -1.8057660e-009 -6.2996441e-010
  7.1646643e-011 -3.0040539e-010
 -8.9118406e-010 -2.4209345e-010
 -8.4847721e-010 -5.4590334e-011
  3.9754776e-010 -4.0686775e-010
  2.7006204e-010  1.2685945e-009
 -2.1637512e-010  4.0918835e-010
 -4.8250900e-010 -6.4405069e-010
  6.5724971e-010  5.8078442e-010
 -7.0477320e-010 -8.0996962e-010
 -3.0768980e-010 -9.1533456e-010
 -5.1720574e-010  4.7976497e-010
  2.4145816e-010 -1.9724458e-009
 -1.3788911e-010 -8.1549247e-010
 -6.9276970e-010 -1.7496387e-010
 -1.7997699e-010  7.7308002e-010
  6.5913233e-011  1.0357391e-009
  3.0111488e-010 -4.0501181e-010
  3.2261218e-010 -1.9291390e-009
 -6.6715481e-011 -1.0689049e-009
 -8.5388461e-011 -8.7890567e-010
  2.3807611e-010 -7.1010238e-010
 -9.3932545e-010 -8.6691245e-011
 -1.1406564e-009 -6.7969055e-010
 -3.8666562e-011 -1.2231129e-009
  2.0019118e-010  3.9987842e-010
  1.2730157e-009  4.2035706e-010
  9.9282951e-010  1.3269650e-009
  3.9147037e-010 -9.2596651e-010
  2.7224064e-010 -7.6877912e-011
 -1.6888088e-010 -8.1113598e-010
  1.9443664e-011 -1.1768983e-009
  7.6675325e-010  7.2555422e-010
 -5.2398041e-010  1.5476883e-011
  3.9089138e-010 -1.4702104e-009
 -2.4775190e-010 -3.4581130e-010
  1.1357555e-009 -1.2437014e-009
  2.8295295e-010 -1.0789756e-009
 -3.4244164e-010 -9.3351923e-010
 -7.7680745e-010 -3.9529406e-010
 -1.3636749e-009 -6.2197920e-010
  1.2675499e-010 -1.5185813e-010
 -3.5675958e-010 -6.6246698e-010
  3.8754204e-011  5.9529618e-010
 -6.6706045e-010  6.0021031e-010
 -1.5074723e-010  5.3038363e-010
 -4.4990165e-010  8.5360893e-011
  3.1280691e-010  6.8718118e-010
 -5.1982605e-010 -2.2707042e-012
  6.0474454e-011  3.2416639e-010
 -7.1560101e-010 -3.6121690e-011
 -8.8954224e-011 -1.5371825e-010
  1.1897742e-010 -3.7554199e-010
 -4.5972149e-010  1.1706095e-010
  1.3940700e-010 -1.0463118e-009
 -8.8681548e-010 -6.4972089e-010
  2.2596260e-010  8.6094787e-010
  6.7614071e-010 -8.0152683e-010
 -7.7967359e-010  4.0672762e-010
 -4.9766095e-010  2.3759706e-011
  1.5268834e-010  8.3885175e-010
 -8.9999466e-010  5.8430100e-010
 -4.1876002e-010  3.1771232e-010
 -3.0647001e-010  6.7579791e-010
 -3.9471342e-010  5.6908257e-010
 -7.7991101e-010 -7.6204266e-011
 -1.0994190e-010 -8.5641443e-010
  9.5886889e-010  5.7219158e-010
 -6.9882813e-010 -9.4031362e-011
  2.1395632e-010 -9.3304395e-010
 -1.3843463e-009  5.5760487e-010
 -1.5181918e-010 -7.4743609e-010
 -1.0091791e-009 -3.6988491e-010
 -1.9174570e-010  2.8553308e-011
  3.7864606e-010 -6.2817613e-011
