  3.9950000e+003  2.0000000e+000
  1.9841000e+004  1.0000000e+000
  2.8001000e+004  1.0000000e+000
  2.8814000e+004  1.0000000e+000
  3.6168000e+004  1.0000000e+000
  4.3527000e+004  1.0000000e+000
  4.4162000e+004  1.0000000e+000
  6.8512000e+004  1.0000000e+000
  7.6648000e+004  1.0000000e+000
  8.5116000e+004  2.0000000e+000
  8.5277000e+004  2.0000000e+000
  9.9686000e+004  1.0000000e+000
  9.9688000e+004  1.0000000e+000
  1.0000800e+005  1.0000000e+000
  1.0001400e+005  1.0000000e+000
  1.0007100e+005  1.0000000e+000
  1.0015900e+005  2.0000000e+000
  1.0049400e+005  1.0000000e+000
  1.0768400e+005  1.0000000e+000
  1.0777600e+005  1.0000000e+000
  1.0825400e+005  2.0000000e+000
  1.0831500e+005  2.0000000e+000
  1.0869400e+005  1.0000000e+000
  1.0905000e+005  2.0000000e+000
  1.0959700e+005  2.0000000e+000
  1.1008000e+005  2.0000000e+000
  1.1023900e+005  2.0000000e+000
  1.1424400e+005  1.0000000e+000
  1.1473200e+005  1.0000000e+000
  1.1527600e+005  1.0000000e+000
  1.1560700e+005  2.0000000e+000
  1.1585600e+005  1.0000000e+000
  1.1585800e+005  1.0000000e+000
  1.1607000e+005  1.0000000e+000
  1.1608900e+005  2.0000000e+000
  1.1637300e+005  1.0000000e+000
  1.1701300e+005  1.0000000e+000
  1.1712500e+005  1.0000000e+000
  1.1743600e+005  2.0000000e+000
  1.1760600e+005  1.0000000e+000
  1.2224400e+005  1.0000000e+000
  1.2224600e+005  1.0000000e+000
  1.2240600e+005  1.0000000e+000
  1.2294900e+005  1.0000000e+000
  1.2304600e+005  1.0000000e+000
  1.2313200e+005  1.0000000e+000
  1.2325000e+005  1.0000000e+000
  1.2339500e+005  1.0000000e+000
  1.2346700e+005  1.0000000e+000
  1.2347500e+005  1.0000000e+000
  1.2359400e+005  2.0000000e+000
  1.2373500e+005  1.0000000e+000
  1.2383100e+005  2.0000000e+000
  1.2388600e+005  1.0000000e+000
  1.2389900e+005  1.0000000e+000
  1.2391800e+005  1.0000000e+000
  1.2401400e+005  1.0000000e+000
  1.2406800e+005  1.0000000e+000
  1.2409800e+005  1.0000000e+000
  1.2433100e+005  1.0000000e+000
  1.2442500e+005  2.0000000e+000
  1.2449000e+005  1.0000000e+000
  1.2451000e+005  1.0000000e+000
  1.2453600e+005  1.0000000e+000
  1.2465500e+005  1.0000000e+000
  1.2469400e+005  1.0000000e+000
  1.2488600e+005  1.0000000e+000
  1.2495100e+005  2.0000000e+000
  1.2576500e+005  1.0000000e+000
  1.2607600e+005  2.0000000e+000
